COD_INCIDENCIA,NUM_INTERVENCION,ORDEN_SERVICIO,NUMERO_PEDIDO,COD_TIPO,TIPO,COD_SINTOMA,SINTOMA,COD_DEPARTAMENTO,DEPARTAMENTO,COD_ESTADO,ESTADO,COD_PRIORIDAD,PRIORIDAD,ES_CITA,FECHA_INCIDENCIA,FECHA_ASIGNACION,HORA_ASIGNACION,FECHA_FIN_ASIG,HORA_FIN_ASIGNACION,FECHA_FINALIZACION,COD_CLIENTE,CLIENTE,CIF,COD_AGENTE,NOMBRE_AGENTE,COD_SEDE,SEDE,DIRECCION_SEDE,LOCALIDAD_SEDE,CP_SEDE,PROVINCIA_SEDE,COD_RESPONSABLE,RESPONSABLE,COD_TECNICO,NOMBRE_TECNICO,CODIGOS_PERSONAL,NOMBRES_PERSONAL,TIPO_MANTENIMIENTO,VINCULADO_OBRA,VINCULADO_MANTENIMIENTO,AREALIZAR,NOTAS_INTERNAS,NOTAS_AVISO,A_REALIZAR,REALIZADO,REQ_INFORME,OBS_INFORME,REQ_PRESUPUESTO,OBS_PRESUPUESTO,DURACION_PLANIFICADA
12986,2026-04951,S/26/00148 - Búsqueda y repara,,38,Presupuesto,0,,16,SAT SEVILLA/HUELVA,2,Asignado,3,No Urgente,NO,2026-03-03T13:39:00,2026-03-10,07:00,2026-03-10,13:00,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,152,ADM-RAFAEL MORALES JIMENEZ,2385,305 SEV-CC PONIENTE,AVDA. DE LOS NARANJOS,SEVILLA,41014,Sevilla,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 02/03/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: PULL&BEER ESPAÑA
TIENDA: 12706 Pull&Beer Lagoh
ID ARTICULO: 150205137

INCIDENCIA:

Se observa pérdida de capacidad frigorífica y/o calorífica, con imposibilidad de mantener las condiciones de consigna. Presiones de trabajo inferiores a las nominales, indicativas de posible fuga de refrigerante.

DATOS DEL EQUIPO AVERIADO:

Marca del equipo: Lennox
Modelo: FAH120DNM1M
Número de serie: 294824_1 1/1
Año de fabricación: 2015
Tipo de equipo: Equipo Rooftop 
Zona que climatiza: RT-01 Ventas
Potencia frigorífica (kW): 119 - 117
Tipo de Refrigerante: R410a C1_9Kg / C2_9Kg

DIAGNOSTICO:

Mediante inspección técnica y control manométrico verificamos que el circuito frigorífico trabaja con presiones anómalas, lo que indica una pérdida de refrigerante. Esta situación afecta al rendimiento general del equipo y compromete su capacidad de climatización.

INFORMACIÓN ADICIONAL DE LA AVERÍA

Durante visita preventiva se ha observado bajo rendimiento y a posterior error en el equipo RT-01 de zona de ventas, provocando aumento de la temperatura ambiente en la zona sin verse afectada la temperatura de confort de momento.
Se ha comprobado que el circuito 1 de dicha unidad le falta refrigerante.

SOLUCION:

Búsqueda y localización precisa de la fuga mediante presurización con nitrógeno y sistemas de detección de fugas.

Una vez identificado el punto afectado, se procederá a su reparación mediante soldadura, reapriete o sustitución del componente dañado: En caso de que la fuga se localice en un componente de relevancia económica o que implique un coste significativo de sustitución (ej. batería, intercambiador, válvula de expansión), se informará al cliente y se presentará una oferta adicional para su aprobación.

Posteriormente, se realizará prueba de estanqueidad, vacío profundo del circuito y carga de refrigerante especificada por el fabricante. 

Finalmente, se llevará a cabo la puesta en marcha y comprobación integral del sistema: presiones, temperaturas, consumos eléctricos y rendimiento global del equipo, garantizando su correcto funcionamiento.

Observaciones técnicas:

En gases puros, si el refrigerante no presenta contaminación y es susceptible de ser reutilizado, se procederá a su recogida mediante equipo de recuperación.
En el caso de refrigerantes mezcla, podrá reaprovecharse siempre que el volumen remanente represente al menos un 30% de la carga nominal. Como excepción, para el refrigerante R407C, cualquier pérdida superior al 15% obligará a realizar la carga completa del sistema debido al deslizamiento característico de esta mezcla.

Cabe señalar que, hasta que el sistema no sea reparado y puesto en marcha en condiciones normales, no puede descartarse la existencia de averías adicionales.


- 1 [NITROGENO-B20] 1001052
NITROGENO B20
- 1 [FILTRO-DESHIDRATADOR-BIFLUJO] 1001793
FILTRO DESHIDRATADOR.
- 1 [1000745] 1000745 Detector fugas espumoso en spray
Detector fugas espumoso en spray
- 1 [KIT-SOLDADURA] 1000026
KIT SOLDADURA (3 VARILLAS AG20% C/ DECAPANTE - BUTANO Y OXIGENO)
- 9 [R410A] 1002073
KG GAS R410 (IMPUESTO NO INCLUIDO)
- 9 [IMPUESTO-GASES-R410A] 1000025
IMPUESTO SOBRE GASES DE EFECTO INVERNADERO APROBADO EN EL ARTICULO 5 DE LA LEY 16/2013 Y SU REGLAMENTO. R410A
- 16 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido (2 Operarios)
",,"Nº Ppto. Odoo: S/26/00148 - Búsqueda y reparación fuga en RT-01, 12706 Pull&Beer Lagoh - COSTA JOVEN ESPAÑA S.A.
Ref. Ppto. Odoo: S/26/00148
Comercial: PABLO HERRERA MOLINA
","- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 02/03/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: PULL&BEER ESPAÑA
TIENDA: 12706 Pull&Beer Lagoh
ID ARTICULO: 150205137

INCIDENCIA:

Se observa pérdida de capacidad frigorífica y/o calorífica, con imposibilidad de mantener las condiciones de consigna. Presiones de trabajo inferiores a las nominales, indicativas de posible fuga de refrigerante.

DATOS DEL EQUIPO AVERIADO:

Marca del equipo: Lennox
Modelo: FAH120DNM1M
Número de serie: 294824_1 1/1
Año de fabricación: 2015
Tipo de equipo: Equipo Rooftop 
Zona que climatiza: RT-01 Ventas
Potencia frigorífica (kW): 119 - 117
Tipo de Refrigerante: R410a C1_9Kg / C2_9Kg

DIAGNOSTICO:

Mediante inspección técnica y control manométrico verificamos que el circuito frigorífico trabaja con presiones anómalas, lo que indica una pérdida de refrigerante. Esta situación afecta al rendimiento general del equipo y compromete su capacidad de climatización.

INFORMACIÓN ADICIONAL DE LA AVERÍA

Durante visita preventiva se ha observado bajo rendimiento y a posterior error en el equipo RT-01 de zona de ventas, provocando aumento de la temperatura ambiente en la zona sin verse afectada la temperatura de confort de momento.
Se ha comprobado que el circuito 1 de dicha unidad le falta refrigerante.

SOLUCION:

Búsqueda y localización precisa de la fuga mediante presurización con nitrógeno y sistemas de detección de fugas.

Una vez identificado el punto afectado, se procederá a su reparación mediante soldadura, reapriete o sustitución del componente dañado: En caso de que la fuga se localice en un componente de relevancia económica o que implique un coste significativo de sustitución (ej. batería, intercambiador, válvula de expansión), se informará al cliente y se presentará una oferta adicional para su aprobación.

Posteriormente, se realizará prueba de estanqueidad, vacío profundo del circuito y carga de refrigerante especificada por el fabricante. 

Finalmente, se llevará a cabo la puesta en marcha y comprobación integral del sistema: presiones, temperaturas, consumos eléctricos y rendimiento global del equipo, garantizando su correcto funcionamiento.

Observaciones técnicas:

En gases puros, si el refrigerante no presenta contaminación y es susceptible de ser reutilizado, se procederá a su recogida mediante equipo de recuperación.
En el caso de refrigerantes mezcla, podrá reaprovecharse siempre que el volumen remanente represente al menos un 30% de la carga nominal. Como excepción, para el refrigerante R407C, cualquier pérdida superior al 15% obligará a realizar la carga completa del sistema debido al deslizamiento característico de esta mezcla.

Cabe señalar que, hasta que el sistema no sea reparado y puesto en marcha en condiciones normales, no puede descartarse la existencia de averías adicionales.


- 1 [NITROGENO-B20] 1001052
NITROGENO B20
- 1 [FILTRO-DESHIDRATADOR-BIFLUJO] 1001793
FILTRO DESHIDRATADOR.
- 1 [1000745] 1000745 Detector fugas espumoso en spray
Detector fugas espumoso en spray
- 1 [KIT-SOLDADURA] 1000026
KIT SOLDADURA (3 VARILLAS AG20% C/ DECAPANTE - BUTANO Y OXIGENO)
- 9 [R410A] 1002073
KG GAS R410 (IMPUESTO NO INCLUIDO)
- 9 [IMPUESTO-GASES-R410A] 1000025
IMPUESTO SOBRE GASES DE EFECTO INVERNADERO APROBADO EN EL ARTICULO 5 DE LA LEY 16/2013 Y SU REGLAMENTO. R410A
- 16 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido (2 Operarios)
",,NO,,NO,,08:00
12985,2026-04950,,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-03T12:50:00,2026-03-10,07:30,2026-03-10,10:00,,4,CLIENTE PARTICULAR 001,ESX11000018,162,ALM-ANDRES RIVAS TRUJILLO,3213,Alberto Suárez,"AVDA. MEDITERRANEO, 222. DUPLEX 5",Almeria,04006,Almería,161,OFT-DAVID SANCHEZ ORTEGA,1,ADM-ADMINISTRADOR,,,,NO,NO,EL EQUIPO NO FUNCIONA CORRECTAMENTE,NO FACTURABLE. Asignar a Carlos o Alonso,"El equipo no funciona correctamente desde su instalación.
Hay que poner ASPIROFLEX, utilizar el menor coste posible, pero dejar funcionando.",EL EQUIPO NO FUNCIONA CORRECTAMENTE,,NO,,NO,,00:00
12984,2026-04949,PTE,ECO428813,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,5,Finalizado,3,No Urgente,NO,2026-03-03T12:09:00,2026-03-05,15:00,2026-03-05,16:30,2026-03-05T11:13:35,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2340,2070-OUTLET MALL SEV-LUIS DE MORALES.,"C/ LUIS DE MORALES, 12, 41005 SEVILLA",SEVILLA,41005,Sevilla,147,OFT-PABLO HERRERA MOLINA,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,ECO428813 Iluminación permanece encendida por CTMAN en modo manual – Requiere cambio a automático en tienda.,,"ECO428813 - Outlet Mall 2070 SEV-LUIS DE MORALES, SEVILLA, ESPAÑA
Foto del contacto
De climacontrol <monitorizacion@climacontrol.com> el 2026-03-02 22:20
Detalles Cabeceras Sólo texto
Buenas noches,
Informamos que desde la tienda Outlet Mall 2070 se comunican porque las luces no se apagan.
Indicamos que esto se debe a que hoy a las 13:00 la tienda fue puesta en modo Manual.
Hemos intentado revertir la situación, pero no es posible hacerlo en remoto.
Recomendamos que, desde tienda, se revierta la situación y que el CTMAN quede nuevamente en modo Automático.
Un saludo,",ECO428813 Iluminación permanece encendida por CTMAN en modo manual – Requiere cambio a automático en tienda.,"Se acude a tienda tras incidencia en el sistema de climatización. A la llegada, el encargado nos informa de que personal de Prosegur había estado realizando comprobaciones el día anterior (02/03/26) en las instalaciones.

Se accede a cuadro eléctrico de climatización para revisión del estado del sistema, comprobando que el selector CTMAN se encuentra en posición manual y bloqueado con candado, lo que impide el funcionamiento automático de la instalación.

Se procede a retirar el candado de bloqueo y restablecer el selector a posición automática, recuperando el control normal del sistema. Posteriormente se realizan comprobaciones de funcionamiento de la instalación, verificando que los equipos responden correctamente y que el sistema vuelve a operar en condiciones normales.

Instalación queda en modo automático y funcionando correctamente tras la intervención.",NO,,NO,,00:00
12983,2026-04948,S/26/00138 - Sustitución Motor,16315009,38,Presupuesto,0,,13,SAT GRANADA,1,Sin Asignar,3,No Urgente,NO,2026-03-03T11:09:00,,00:00,,00:00,,530,"RITMO MODA ESPAÑA,S.A.",ESX11000005,162,ALM-ANDRES RIVAS TRUJILLO,2221,703 MOTRIL-CC CENTRO,C/ PRINCIPAL 6,MOTRIL,18600,Granada,157,ALM-MARIO CAMPOS VIDAL,,,,,,NO,NO,"- 1 [ES] ENCARGO DE SERVICIO
Nº PEDIDO: 16315009
FECHA PEDIDO: 03/03/2026 
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: RITMO MODA
TIENDA: 12394
ID ARTICULO: 
150205139

INCIDENCIA:
Tras revisión de mantenimiento se informa de ruidos anómalos en unidad interior  de conductos de probadores UI-05, equipo general conductos ARXA30GBLH, Nº serie R003156. 

DIAGNOSTICO:
Motor de ventalación en mal estado, eje descentrado que produce vibraciones y ruidos.

SOLUCION: Se propone la sustitución del motor de ventilación, para subsanar el problema.


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [9AGF06005] General Motor MFG-24RVAL 106 W 340 V 1350 9380718031
- 3 [MOD24] MOD24
DIURNA
€/hora - 2 técnicos desplazamiento incluido
",,"Nº Ppto. Odoo: S/26/00138 - Sustitución Motor ventilacion en UI05 Probadores (coductos) - 703 MOTRIL-CC CENTRO
Ref. Ppto. Odoo: S/26/00138
Comercial: David Sanchez
","- 1 [ES] ENCARGO DE SERVICIO
Nº PEDIDO: 16315009
FECHA PEDIDO: 03/03/2026 
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: RITMO MODA
TIENDA: 12394
ID ARTICULO: 
150205139

INCIDENCIA:
Tras revisión de mantenimiento se informa de ruidos anómalos en unidad interior  de conductos de probadores UI-05, equipo general conductos ARXA30GBLH, Nº serie R003156. 

DIAGNOSTICO:
Motor de ventalación en mal estado, eje descentrado que produce vibraciones y ruidos.

SOLUCION: Se propone la sustitución del motor de ventilación, para subsanar el problema.


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [9AGF06005] General Motor MFG-24RVAL 106 W 340 V 1350 9380718031
- 3 [MOD24] MOD24
DIURNA
€/hora - 2 técnicos desplazamiento incluido
",,NO,,NO,,00:00
12982,2026-04947,S/26/00141 - Sustitución Fusib,16315008,38,Presupuesto,0,,7,SAT ALMERIA,1,Sin Asignar,3,No Urgente,NO,2026-03-03T11:08:00,,00:00,,00:00,,438,BRISA SPORT SA,ESX11000002,0,,2858,602 ALM-CC LEVANTE,"C/ PRINCIPAL 44,",Almeria,04009,Almería,157,ALM-MARIO CAMPOS VIDAL,,,,,,NO,NO,"- 1 [ES] ENCARGO DE SERVICIO
Nº PEDIDO: 16315008
FECHA 03/03/2026 PEDIDO: 
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: BRISA
TIENDA: 12366
ID ARTICULO:  150205139


INCIDENCIA: Se informa en el aviso que el aire de la tienda no funciona

DIAGNOSTICO:
Se detecta fusible térmico quemado. 

SOLUCION:
Sustitución de Fusible térmico


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [RM49702] RM49702 FUSIBLE RECAMBIO 72 C. para COMPUERTAS FOK/FOC
- 2 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,"Nº Ppto. Odoo: S/26/00141 - Sustitución Fusible Compuerta Corta Fuegos - 602 ALM-CC LEVANTE
Ref. Ppto. Odoo: S/26/00141
Comercial: David Sanchez
","- 1 [ES] ENCARGO DE SERVICIO
Nº PEDIDO: 16315008
FECHA 03/03/2026 PEDIDO: 
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: BRISA
TIENDA: 12366
ID ARTICULO:  150205139


INCIDENCIA: Se informa en el aviso que el aire de la tienda no funciona

DIAGNOSTICO:
Se detecta fusible térmico quemado. 

SOLUCION:
Sustitución de Fusible térmico


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [RM49702] RM49702 FUSIBLE RECAMBIO 72 C. para COMPUERTAS FOK/FOC
- 2 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,NO,,NO,,00:00
12981,2026-04946,107096,,2,Accion Correctiva,0,,7,SAT ALMERIA,5,Finalizado,3,No Urgente,NO,2026-03-05T10:59:00,2026-03-05,08:00,2026-03-05,10:00,2026-03-05T09:31:18,395,DISTRIBUCIONES IBERIA S.A.,ESX11000010,0,,2201,C4410 AVDA. PRINCIPE ESPAÑA (EJIDO),"C/ COMISARIO ÁNGEL FERNÁNDEZ, S/N",EL EJIDO,04700,Almería,161,OFT-DAVID SANCHEZ ORTEGA,162,ALM-ANDRES RIVAS TRUJILLO,2,SAT,,NO,NO,"Pedido de Servicio Nº 107096 Causa: Conducto caído, roto o deteriorado

",CERTIFICA LABORATORIO,,"Pedido de Servicio Nº 107096 Causa: Conducto caído, roto o deteriorado

",reparar conducto de fibra.,NO,,NO,,00:00
12980,2026-04945,PTE,,2,Accion Correctiva,0,,11,SAT CADIZ,2,Asignado,3,No Urgente,NO,2026-03-03T10:43:00,2026-03-09,10:00,2026-03-09,11:00,,607,"IBERIA BUILDING SERVICES, SLU",ESX11000008,0,,3305,PARFOIS CADIZ - JEREZ CC LUZ SHOPPING,"C.C. LUZ SHOPPING RDA. AURORA BOREAL, S/N",Jerez de la Frontera,11408,Cádiz,147,OFT-PABLO HERRERA MOLINA,180,CAD-MANUEL HIDALGO VERA,,,,NO,NO,Revisar las unidades de clima y las cortinas.,,Comentan que una de las máquinas tiene dañada la placa electrónica comprobar y pasar presupuesto.,Revisar las unidades de clima y las cortinas.,,NO,,NO,,01:00
12979,2026-04944,S/26/00070,,12,Obra,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-02T15:32:00,2026-04-06,00:00,2026-04-06,01:00,,100,NOVA URBAN ESPAÑA SA,ESX11000003,130,ADM-CARMEN LOPEZ FERNANDEZ,2560,8465 MAL-PLAZA MAYOR,"C. C/ PRINCIPAL, 3,",MÁLAGA,29004,Málaga,139,ING-ALVARO RAMOS DUARTE,126,MAL-CARLOS NAVARRO RIOS,,,,SI,NO,S/26/00070 - INVERSION NOVA URBAN 8465 PLAZA MAYOR - MALAGA - NOVA URBAN ESPAÑA SA,,,S/26/00070 - INVERSION NOVA URBAN 8465 PLAZA MAYOR - MALAGA - NOVA URBAN ESPAÑA SA,,NO,,NO,,80:00
12978,2026-04943,16312519,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-03-02T15:02:00,2026-03-02,14:00,2026-03-02,15:00,2026-03-02T15:37:13,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2338,2018-OUTLET MALL  HUEL-HOLEA CARREFOUR,"CENTRO COMERICAL HOLEA RONDA EXTERIOR ZONA SUR, S/N, 21007 HUELVA",HUELVA,21007,Huelva,147,OFT-PABLO HERRERA MOLINA,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,Nº Pedido 16312519 INC000026032294 En el almacén hace mucho calor,,,Nº Pedido 16312519 INC000026032294 En el almacén hace mucho calor,solucionado por telefono se ponen las máquina en modo frío a 23 g,NO,,NO,,02:00
12977,2026-04942,PTE,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,2,Asignado,3,No Urgente,NO,2026-03-02T13:06:00,2026-03-02,10:00,2026-03-02,11:00,,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2338,2018-OUTLET MALL  HUEL-HOLEA CARREFOUR,"CENTRO COMERICAL HOLEA RONDA EXTERIOR ZONA SUR, S/N, 21007 HUELVA",HUELVA,21007,Huelva,147,OFT-PABLO HERRERA MOLINA,156,SEV-RUBEN SERRANO PLAZA,,,,NO,NO,ECO428547 Hemos detectado que la sonda de temperatura ambiente de la unidad BC4 está arrojando valores erróneos:,,,ECO428547 Hemos detectado que la sonda de temperatura ambiente de la unidad BC4 está arrojando valores erróneos:,,NO,,NO,,00:00
12976,2026-04941,,,2,Accion Correctiva,0,,13,SAT GRANADA,2,Asignado,3,No Urgente,NO,2026-03-02T12:58:00,2026-03-05,17:00,2026-03-05,18:00,,141,"INVERSIONES PENINSULARES, S.L.",ESX11000015,162,ALM-ANDRES RIVAS TRUJILLO,2842,LEVADURAMADRE GRANADA,"C/ CARRIL DEL PICON, 3",GRANADA,18002,Granada,161,OFT-DAVID SANCHEZ ORTEGA,114,GRA-JOAQUIN LARA MEDINA,,,,NO,NO,Colocación de bomba de fregadero y aplicar masilla,,,Colocación de bomba de fregadero y aplicar masilla,,NO,,NO,,00:00
12975,2026-04940,PTE,,2,Accion Correctiva,0,,11,SAT CADIZ,5,Finalizado,3,No Urgente,NO,2026-03-02T12:46:00,2026-03-05,08:00,2026-03-05,09:00,2026-03-05T11:21:26,592,"MODA SUR HOME, S.A",ESX11000009,152,ADM-RAFAEL MORALES JIMENEZ,2523,403 JEREZ-CC SOL,"AVDA. CONSTITUCION 10, 11408 JEREZ DE LA FRONTERA, CÁDIZ",JEREZ DE LA FRONTERA,11408,Cádiz,147,OFT-PABLO HERRERA MOLINA,180,CAD-MANUEL HIDALGO VERA,,,,NO,NO,"ECO428545 Hemos detectado que la sonda STHQA-01, STHQA-02, STHQA-03 está arrojando valores erróneos",,,"ECO428545 Hemos detectado que la sonda STHQA-01, STHQA-02, STHQA-03 está arrojando valores erróneos",se e reinicia todos los elementos de la climatización como plc térmicos de fuerza de maquinas de climatización y comunicaciones etc. se dejan otra vez en funcionamiento ,NO,,NO,,00:00
12974,2026-04939,16311729,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,3,No Urgente,NO,2026-03-02T12:43:00,2026-03-02,12:00,2026-03-02,13:00,2026-03-02T14:37:40,281,"GRUPO ELEGANCE MODA, S.A",ESX11000011,130,ADM-CARMEN LOPEZ FERNANDEZ,2478,12530 MAL-MARQUES LARIOS,"ALLE MARQUÉS DE LARIOS, 9, 29015 MÁLAGA",MÁLAGA,29015,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,"Nº Pedido 16311729 INC000026040085 WR000978840 El sábado saltó la alarma de incendios del almacén externo y no va el aire.
 ",,,"Nº Pedido 16311729 INC000026040085 WR000978840 El sábado saltó la alarma de incendios del almacén externo y no va el aire.
 ","Se asiste a tienda tras incidencia producida el sábado por activación del sistema de alarma de incendios, lo que provocó el disparo del general de climatización y parada completa de los equipos.

Se consulta con el personal presente sobre el motivo de la activación, indicando que desconocen la causa que originó la alarma.

Se realiza revisión completa de la instalación de climatización antes de proceder al rearme, comprobando estado de cuadro eléctrico general de clima, protecciones magnetotérmicas y diferenciales, así como alimentación a unidades interiores y exteriores. Se verifica que no existen daños visibles, cables afectados ni disparos parciales en equipos individuales.

Se revisan controladores de las máquinas, comprobando ausencia de alarmas activas o fallos registrados derivados de la parada eléctrica. Se inspecciona secuencia de arranque para evitar picos simultáneos tras el rearme.

Una vez verificadas las condiciones de seguridad, se procede al rearme del general de climatización y puesta en marcha progresiva de los equipos, controlando consumos y comportamiento en arranque.

Se contacta con plataforma ClimaControl para comprobación remota del estado del sistema, verificando correcta comunicación, parámetros dentro de rango y ausencia de alarmas activas.

Tras periodo de observación en funcionamiento, la instalación queda operativa y trabajando con normalidad.",NO,,NO,,00:00
12973,2026-04938,16311242,,2,Accion Correctiva,0,,13,SAT GRANADA,7,Albaranado,3,No Urgente,NO,2026-03-02T11:49:00,2026-03-02,14:00,2026-03-02,15:00,2026-03-02T22:06:20,591,"MODA SUR, S.A.",ESX11000001,162,ALM-ANDRES RIVAS TRUJILLO,2365,296-ARM-CC VEGA,HIPOCRATES Nº 16,ARMILLA,18100,Granada,161,OFT-DAVID SANCHEZ ORTEGA,114,GRA-JOAQUIN LARA MEDINA,,,,NO,NO,"Nº Pedido 16311242 INC000026029190 WR000977182 Hace mucho calor desde esta mañana en la planta de caballero
",,,"Nº Pedido 16311242 INC000026029190 WR000977182 Hace mucho calor desde esta mañana en la planta de caballero
","Se asiste a tienda tras aviso por sensación de calor durante el fin de semana. A la llegada se realizan mediciones de temperatura en diferentes puntos de sala con termómetro digital, obteniendo valores en torno a 22,5 ºC.

Se comprueba estado general de la instalación, verificando funcionamiento de unidad interior y exterior, impulsión y retorno de aire, estado de filtros y correcta apertura de compuertas. Se revisan consignas de trabajo y parámetros en el sistema de control, así como histórico de alarmas, no detectándose incidencias registradas.

Se realizan pruebas modificando consigna para comprobar respuesta del equipo, verificando arranque, modulación y estabilización correcta de la temperatura. Se comprueban sondas ambientales y lectura en controlador, confirmando que trabajan dentro de rango.

Tras tiempo de observación en funcionamiento continuo, la instalación mantiene parámetros normales y no se detectan anomalías.

Se informa a responsable de tienda.",NO,,NO,,00:00
12972,2026-04937,16311117,,2,Accion Correctiva,0,,5,SAT MALAGA,555,No facturar,3,No Urgente,NO,2026-03-02T11:47:00,2026-03-02,04:00,2026-03-02,05:00,2026-03-02T14:37:40,530,"RITMO MODA ESPAÑA,S.A.",ESX11000005,130,ADM-CARMEN LOPEZ FERNANDEZ,2256,2759 ANT-LA VERONICA,CC	LA VERONICA	DE TALAVERA,ANTEQUERA,29200,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,135,MAL-DANIEL CASTAÑO RUEDA,,,,NO,NO,"Nº Pedido 16311117 INC000026029810 WR000977290 Nos podriais regular el aire por favor hace calor. Gracias |
 ",,,"Nº Pedido 16311117 INC000026029810 WR000977290 Nos podriais regular el aire por favor hace calor. Gracias |
 ",tras llamar a la tienda y hacer un ajuste de 1 grado menos en la consigna de la tienda con ClimaControl. Se vuelve a llamar y me indican que están bien. Cerrado ,NO,,NO,,02:00
12971,2026-04936,,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-02T10:59:00,2026-03-06,10:00,2026-03-06,11:00,,395,DISTRIBUCIONES IBERIA S.A.,ESX11000010,0,,2974,C2119 C/ TIZIANO,"C/ PINTOR ROSALES, 98",Roquetas de Mar,04740,Almería,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,2,SAT,,NO,NO,"Revisión diganóstica de Equipo Nº1 AA, presenta fallos.",,,"Revisión diganóstica de Equipo Nº1 AA, presenta fallos.",,NO,,NO,,00:00
12970,2026-04935,,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-02T10:56:00,2026-03-06,11:00,2026-03-06,12:00,,395,DISTRIBUCIONES IBERIA S.A.,ESX11000010,0,,2974,C2119 C/ TIZIANO,"C/ PINTOR ROSALES, 98",Roquetas de Mar,04740,Almería,161,OFT-DAVID SANCHEZ ORTEGA,112,ALM-ROBERTO AGUILAR MESA,2,SAT,,NO,NO,Equipo de AA Nº3 presemta error de salto por alta y por baja a la vez. Diagnóstico y posible reparación.,,,Equipo de AA Nº3 presemta error de salto por alta y por baja a la vez. Diagnóstico y posible reparación.,Búsqueda de fuga de refrigerante ,NO,,NO,,00:00
